read_core_id	read_align_strand	rna_strand	read_length	primer_type	genome_align_start	genome_align_end	primer_score	polyA_type	f_primer_type	f_primer_start	f_align_end	r_primer_type	r_primer_start	r_align_start
110ea2c3-3568-4ad5-b212-10fe5567cae7,chr3,6556235,6557915	-	-	1710	F-R	77	1629	1	A	F	1	60	R	3	1677
18bb2e7d-1ba2-4be2-939e-e595ce3a6517,chr3,6556235,6557938	-	-	391	UF-R	61	311	2	A	UF	11	47	R	6	363
1a6d958c-3da8-47fb-932e-09a59e4c51d2,chr3,6556235,6556649	-	-	551	UF-R	55	457	2	A	UF	12	44	R	1	515
1b850ebb-1574-4e7c-a8ea-167396cae43f,chr3,6556235,6557938	-	-	1319	F-R	55	1234	1	A	F	1	54	R	1	1287
1c1c3c85-13e2-44a6-bd43-5827f7557720,chr3,6556235,6557939	-	-	1401	F-R	59	1313	1	A	F	1	57	R	2	1366
1c578393-5ebb-4952-bad1-effa97858b8e,chr3,6556235,6556649	-	-	2038	F-R	1503	1916	1	A	F	1	1503	R	1	1999
2350b971-984b-4010-ae2a-54fd0ce20ec2,chr3,6556235,6557938	-	-	1438	F-R	62	1354	1	A	F	1	60	R	1	1403
2be085f0-6a8d-48f5-ae7c-36c23540b885,chr3,6556235,6557173	-	-	1080	F-R	59	993	1	A	F	1	58	R	1	1044
2f2cb774-3030-4423-9025-b36cdcb1a3fc,chr3,6556235,6557935	-	-	1311	UF-R	60	1230	2	A	UF	12	47	R	1	1275
329982f1-2f4a-477a-bd93-617ab4f30643,chr3,6556235,6557877	-	-	1472	N-R	116	1355	2	A	N	-1	137	R	1	1436
3ae377f1-afc9-4ee9-a6c6-4ef9170dc597,chr3,6556235,6557881	-	-	1678	F-R	63	1591	1	A	F	1	60	R	1	1641
3cdfff31-b538-4718-8623-12c369c344d8,chr3,6556235,6557938	-	-	396	F-R	61	317	1	A	F	1	59	R	1	357
436db186-3cb8-41b2-9211-ad502dba7876,chr3,6556235,6557938	-	-	1458	F-R	58	1357	1	A	F	1	57	R	1	1422
44f04685-40e2-46a7-b9cf-68d1f1e30cbd,chr3,6556235,6556498	-	-	423	F-R	66	328	1	A	F	1	65	R	1	388
46dc02ad-1644-4807-93b3-7ce7096f1637,chr3,6556235,6557938	-	-	1280	F-R	56	1209	1	A	F	1	55	R	1	1244
5f3da8ca-946a-44b8-9cf7-14c760cc9443,chr3,6556235,6557938	-	-	1878	F-R	56	1232	1	A	F	1	55	R	1	1292
64bfffdc-998f-4323-8d91-dac2fb4572e5,chr3,6556235,6556578	-	-	473	F-R	55	391	1	A	F	1	54	R	1	439
6973f968-122f-49c1-90d7-0fc2eab0c973,chr3,6556235,6557938	-	-	1461	F-R	61	1360	1	A	F	1	59	R	1	1425
698bf074-c369-4c02-8564-af073350bdc6,chr3,6556235,6557938	-	-	1425	F-R	60	1351	1	A	F	1	58	R	1	1390
73865fc5-7640-47cd-9745-65f6f7bf6fc5,chr3,6556235,6557885	-	-	1347	F-N	62	1260	5	A	F	1	61	N	-1	1239
74043047-9d75-4ee7-b1ae-daf171f6d183,chr3,6556235,6557884	-	-	1374	UF-R	57	1289	2	A	UF	7	52	R	1	1336
7760c315-d9d7-491e-bff2-b62d366ccdd7,chr3,6556235,6556832	-	-	633	F-R	62	554	1	A	F	1	61	R	1	596
77d9fe78-9965-458f-bd2e-d9dfb6e68f13,chr3,6556235,6556578	-	-	490	F-R	58	401	1	A	F	1	57	R	1	454
77fc55cd-9e38-4496-ba89-cadb3d3dc086,chr3,6556235,6556619	-	-	543	F-R	59	439	1	A	F	1	58	R	1	507
7dfb2a8a-b820-46ec-92e0-cab5bfe5517e,chr3,6556235,6557937	-	-	1326	UF-R	59	1246	2	A	UF	3	56	R	1	1293
7f87f228-13ba-4baf-b8f2-31a4b400d959,chr3,6556235,6556921	-	-	808	UF-R	58	724	2	A	UF	2	55	R	1	771
811ad7c1-7d6f-471a-8a4c-14e8c918daa0,chr3,6556235,6557935	-	-	1452	F-R	61	1364	1	A	F	1	57	R	1	1413
88c1ee4e-7106-4bfd-9a03-cc610dcadd6c,chr3,6556235,6557938	-	-	1341	F-R	59	1249	1	A	F	1	58	R	1	1307
892585c8-9f55-4930-880c-3e7689b47ee3,chr3,6556235,6557933	-	-	1339	UF-R	61	1247	2	A	UF	15	44	R	4	1305
89b960b7-0a6a-465d-9719-978442834a64,chr3,6556235,6556496	-	-	394	UF-R	61	315	2	A	UF	6	53	R	1	355
8acc81c1-d74e-431b-a5d4-85dfc8b801ba,chr3,6556235,6557938	-	-	1434	F-N	59	1351	5	A	F	1	57	N	-1	1330
8b239336-8fa7-4d3c-bdb8-25187db3de67,chr3,6556235,6557937	-	-	1459	UF-R	62	1354	2	A	UF	6	54	R	1	1424
9d261a1a-8e75-4352-81d4-2710bf1a4ea8,chr3,6556235,6557927	-	-	1442	F-R	72	1349	1	A	F	1	59	R	1	1408
a00d223a-439d-4357-948b-290883718234,chr3,6556235,6557873	-	-	2563	UF-R	1258	2475	2	A	UF	7	52	R	1	2527
a01a44ff-1477-47ed-81d8-957803a09e35,chr3,6556235,6556705	-	-	625	F-R	59	525	1	A	F	1	58	R	1	588
a4785fa6-9813-4917-8dae-f6b5a0840d72,chr3,6556235,6557880	-	-	1379	F-R	72	1296	1	A	F	1	62	R	2	1346
a737fec5-a394-428f-a69a-a9c12915c749,chr3,6556235,6557173	-	-	1081	UF-R	55	991	2	A	UF	16	43	R	1	1046
a80a1a59-ce03-4d57-a9b6-4f038dee3a3d,chr3,6556235,6557934	-	-	1323	F-R	66	1242	1	A	F	1	58	R	1	1288
a9a9566a-983b-4171-ab2b-e4cb78e9e0a0,chr3,6556235,6557920	-	-	1326	UF-R	81	1237	2	A	UF	10	57	R	1	1293
a9f36fbd-0b47-4961-abb1-fdd86114ab62,chr3,6556235,6556572	-	-	472	N-R	60	391	2	A	N	-1	81	R	1	432
ac63bad9-8c07-401f-a5a1-e3169fa46ef1,chr3,6556235,6557938	-	-	1393	UF-R	65	1266	2	A	UF	6	58	R	1	1356
afb9d71c-98a0-4cf1-9b33-d37330dce5cb,chr3,6556235,6556709	-	-	479	UF-R	71	408	2	A	UF	3	57	R	1	446
b02d50ed-a387-45a3-9601-a6159db47754,chr3,6556235,6557883	-	+	1257	N-N	64	1196	5	T	N	-1	85	N	-1	1175
b2120d3a-5dee-47b7-a101-80b037f884e4,chr3,6556235,6557883	-	-	1384	UF-R	69	1296	2	A	UF	3	61	R	1	1348
b37b0703-0222-4f0c-a8c8-d42764f926d2,chr3,6556235,6557933	-	-	1878	UF-R	490	1773	2	A	UF	15	472	R	1	1842
b833fc64-a646-484b-8d60-066e3f6bfc03,chr3,6556235,6557935	-	-	1428	F-R	63	1346	1	A	F	1	58	R	1	1392
b9612dcd-94fa-41e9-b862-9d1fd6ef9252,chr3,6556235,6557939	-	-	1431	F-R	64	1349	1	A	F	1	62	R	1	1398
baa31beb-723b-44c6-90c2-5d7ea0983cc6,chr3,6556235,6557935	-	-	1335	N-R	57	1240	2	A	N	-1	78	R	1	1300
bf36ccc8-e9ce-424a-9172-b44f29486a2b,chr3,6556235,6557938	-	-	1432	F-R	62	1347	1	A	F	1	60	R	1	1399
c19664ea-77b9-4a61-a6fe-b12e5b2616e5,chr3,6556235,6557935	-	-	4953	F-R	3597	4873	1	A	F	1	3593	R	1	4917
c2c95a05-785d-4594-9161-ae362b197939,chr3,6556235,6557938	-	-	1317	UF-R	66	1237	2	A	UF	3	60	R	1	1285
d55ce5fd-8da8-4497-bbc8-f427aaadd2f1,chr3,6556235,6557938	-	-	1446	F-R	57	1341	1	A	F	1	55	R	1	1410
d8155679-a50f-48b6-a1fb-9f1528d7ad80,chr3,6556235,6557910	-	-	1420	UF-R	60	1330	2	A	UF	3	55	R	1	1383
dc6e1b1a-3979-47d9-8644-91827f013f9f,chr3,6556235,6557938	-	-	2592	UF-R	797	2488	2	A	UF	15	780	R	1	2555
e1de3a16-3129-4af9-a2b0-a52fce503501,chr3,6556235,6557938	-	-	1433	F-R	58	1340	1	A	F	1	57	R	1	1396
f1746e82-39e6-4e09-b6dd-07c111b17104,chr3,6556235,6557755	-	-	1160	F-R	60	1066	1	A	F	1	59	R	1	1123
f6b9271b-ac68-4049-9e86-1ad5fb69ba24,chr3,6556235,6557938	-	-	1431	F-R	62	1352	1	A	F	1	60	R	1	1395
f6efd867-81c1-443f-929f-7c1988a615ac,chr3,6556235,6556649	-	-	573	F-R	59	465	1	A	F	1	59	R	1	538
fda7c599-2d8c-4ce9-9032-6c31d9519c91,chr3,6556235,6557935	-	-	1446	N-R	64	1343	2	A	N	-1	85	R	1	1410
ffeaab23-0a62-4da5-a5a4-790f3cb5ffd3,chr3,6556235,6557935	-	-	1359	UF-R	63	1255	2	A	UF	3	57	R	1	1321
e364e1e7-260b-4b86-8d2f-e04baef60fd7,chr3,6556236,6557938	+	-	1705	R-F	97	1662	1	T	R	1	48	F	1	1664
a45f440e-15b6-4b3d-84b1-738d8bfe48b8,chr3,6556236,6557938	-	-	1741	F-R	60	1659	1	A	F	1	59	R	1	1704
8bd58b6a-4506-474e-ab88-dbc85855766f,chr3,6556237,6557189	+	-	1118	R-F	129	1070	1	T	R	2	49	F	1	1075
f4876913-3fd4-4d94-b0e5-aeefdc4d8c02,chr3,6556237,6557191	+	-	1110	N-F	117	1065	5	T	N	-1	138	F	1	1066
07205554-f2b8-42eb-a47a-d21710fe44d7,chr3,6556237,6557938	-	-	1412	N-R	55	1311	2	A	N	-1	76	R	1	1377
0f1db847-b13f-4980-808d-a3e07f3c5792,chr3,6556237,6557938	-	-	1308	F-R	59	1199	1	A	F	1	57	R	1	1272
36189fd5-2fc8-487b-a6b0-93420427b664,chr3,6556237,6557938	-	-	1716	F-R	60	1627	1	A	F	1	59	R	1	1681
3e374943-2f62-4363-9e12-6b833d5313cc,chr3,6556237,6557912	-	-	1406	F-R	92	1298	1	A	F	1	59	R	1	1370
4f59ea2e-a75b-4708-8564-fde49dc3188d,chr3,6556237,6557938	-	-	1833	F-R	56	1742	1	A	F	1	54	R	1	1802
0d8bf402-8c3e-4b18-947d-7c534ff70f23,chr3,6556238,6557938	+	-	1486	R-F	136	1438	1	T	R	1	49	F	1	1440
33bc3121-65e8-4f14-97fd-184f058f813f,chr3,6556238,6557938	+	-	1451	R-F	120	1409	1	T	R	1	48	F	1	1410
3c087356-d0cf-438c-97d6-a97d496f733b,chr3,6556238,6557938	+	-	1520	R-F	174	1477	1	T	R	1	49	F	1	1479
5539d0b9-756d-4c71-b03f-e172a4bf8349,chr3,6556238,6557938	+	-	1834	R-F	104	1785	1	T	R	2	47	F	1	1789
644562e2-cdfc-4747-8af9-ee45faff9437,chr3,6556238,6557179	+	-	1091	R-F	110	1046	1	T	R	1	45	F	1	1047
64f25db3-8654-4cc8-be61-4469a30bf9ab,chr3,6556238,6557938	+	-	1452	R-F	117	1409	1	T	R	1	49	F	1	1410
87e45e74-7bcf-4c49-95fa-e00c26ade957,chr3,6556238,6557938	+	-	1482	R-F	137	1438	1	T	R	1	54	F	1	1439
aea31c8d-88c1-4deb-8661-2c4c0c074539,chr3,6556238,6557938	+	-	1460	R-UF	116	1414	2	T	R	1	50	UF	3	1420
cd58d4d2-2020-4939-b2a7-9940f4921fee,chr3,6556238,6556619	+	-	556	R-F	135	512	1	T	R	1	48	F	1	513
d812702f-9ba7-4479-9da2-3325da85cf7d,chr3,6556238,6556498	+	-	416	R-F	122	371	1	T	R	1	50	F	1	372
d865c790-9e65-43d2-b383-dbefb35ca563,chr3,6556238,6557938	+	-	1464	R-F	135	1422	1	T	R	2	49	F	1	1424
f3f3e126-8b58-409d-920a-5d10d603218b,chr3,6556238,6557938	+	-	1472	R-F	114	1425	1	T	R	1	51	F	1	1427
f90c1c45-d3ac-493a-ba9d-7a9aa36580ac,chr3,6556238,6557883	+	-	1377	R-F	99	1336	1	T	R	2	48	F	1	1338
09bd86ba-40d3-425e-bcc1-0299569bc0ff,chr3,6556238,6557938	-	-	1415	N-R	64	1326	2	A	N	-1	85	R	8	1385
0c3563b2-cbcb-42dc-9a92-982bf5766b98,chr3,6556238,6557938	-	-	1426	F-R	59	1348	1	A	F	1	58	R	1	1392
0d3ca3b6-ae31-4773-ab29-e73b4bde83a6,chr3,6556238,6557938	-	-	1435	F-R	58	1342	1	A	F	1	57	R	1	1397
1ce8d5e5-7d55-4bfe-9d1e-be7911c3fd05,chr3,6556238,6557179	-	-	1085	F-R	61	996	1	A	F	1	60	R	1	1048
1cebd2a7-cc28-4183-806f-2031bbd6c2aa,chr3,6556238,6557938	-	-	1410	F-R	57	1331	1	A	F	1	56	R	1	1377
20a87786-1af3-4a0a-8db2-37fd28bc4fc9,chr3,6556238,6557937	-	-	1412	UF-R	63	1312	2	A	UF	2	59	R	1	1379
3f537731-f0b4-447a-855e-d191c1ff931a,chr3,6556238,6557938	-	-	1440	F-R	60	1346	1	A	F	1	58	R	1	1407
54d47511-4e93-48fc-8355-2bc681b29d37,chr3,6556238,6557902	-	-	1289	UF-R	69	1211	2	A	UF	11	42	R	1	1252
59c33ee8-8bd3-4d17-8cc8-3eff33abff45,chr3,6556238,6557179	-	-	1065	F-R	59	993	1	A	F	1	58	R	1	1029
60d40ef7-b51c-4c88-9d4b-03a23cef9fc1,chr3,6556238,6557927	-	+	1365	N-N	66	1300	5	T	N	-1	87	N	-1	1279
6d0fdc47-1051-4760-80e0-11914d9e9593,chr3,6556238,6557883	-	-	1369	UF-R	58	1283	2	A	UF	3	57	R	1	1333
ad768e34-7efb-450b-90f4-e270dcd9f9c3,chr3,6556238,6557179	-	-	1079	UF-R	61	993	2	A	UF	8	51	R	1	1043
b139cdab-0bbe-4109-b885-8fa24e7981a9,chr3,6556238,6557183	-	-	1087	F-R	55	997	1	A	F	1	58	R	1	1051
c7fab895-86d5-4be7-90cc-2ebb91c90b69,chr3,6556238,6557179	-	-	1081	F-R	59	991	1	A	F	1	58	R	1	1043
f467d960-8268-46bd-96a7-84a3ac1ef490,chr3,6556238,6557360	-	-	1125	F-R	60	1068	1	A	F	1	59	R	1	1088
f4700c42-8a2b-4deb-8f9f-e9a8f5401d02,chr3,6556238,6557938	-	-	1434	F-R	65	1357	1	A	F	1	63	R	1	1399
36bc220a-abbb-4001-9747-ab2184ff4310,chr3,6556239,6556923	+	-	741	R-F	119	700	1	T	R	1	50	F	1	700
397118a5-1fb2-40e9-bcac-8ff644b42415,chr3,6556239,6557938	+	-	1338	N-F	116	1295	5	T	N	-1	137	F	1	1297
5c32de0e-24ec-4e5d-96d8-35dbd03c4b23,chr3,6556239,6557938	+	-	1831	R-F	112	1788	1	T	R	1	49	F	1	1790
6719674d-6d41-4be8-b290-e8d94737c0df,chr3,6556239,6556939	+	-	872	R-F	105	798	1	T	R	1	50	F	1	832
6eae0a1c-3dd7-4058-8d33-8d804eb72c78,chr3,6556239,6557938	+	-	1849	R-F	130	1805	1	T	R	1	49	F	1	1807
791fcf95-7f80-443d-bf0e-06a2337a4286,chr3,6556239,6556945	+	-	774	R-F	136	730	1	T	R	1	50	F	1	730
c36b69a0-2bd2-4ba2-8aac-fa67761f9e66,chr3,6556239,6557883	+	-	1790	R-F	107	1744	1	T	R	1	47	F	1	1746
1aa8d2c3-8f05-414e-93c1-b2041405e57a,chr3,6556239,6557935	-	-	1830	F-R	61	1743	1	A	F	1	57	R	1	1793
4743fed9-42ae-4ebd-8bc9-b66ce5fe5b73,chr3,6556239,6557468	-	-	866	F-R	65	764	1	A	F	1	64	R	3	830
4ebdb131-eb55-42f9-8543-7f37afecc2a3,chr3,6556239,6557910	-	-	1424	UF-R	56	1313	2	A	UF	2	55	R	1	1389
8cc0cd3d-3109-43fe-9b5f-d8359b349017,chr3,6556239,6556960	-	-	4319	UF-R	62	761	2	A	UF	3	61	R	1	808
8ecd960a-6f63-4156-9190-fae466a3e034,chr3,6556239,6557938	-	-	1416	F-R	60	1333	1	A	F	1	58	R	1	1384
91bdefed-dcf2-4718-a1f5-f277050d630f,chr3,6556239,6557938	-	-	1286	F-R	67	1221	1	A	F	1	66	R	1	1251
9826e793-1f18-44c2-a26d-b6f079dc493b,chr3,6556239,6556946	-	-	726	UF-R	56	646	2	A	UF	2	58	R	1	693
a280fe97-6603-4fb3-af3d-81fcab577de9,chr3,6556239,6557883	-	-	2207	F-R	59	1181	1	A	F	1	58	R	1	1224
a7faa58a-362d-440d-b4fe-d7489ae0dea0,chr3,6556239,6556631	-	-	536	F-N	57	455	5	A	F	1	56	N	-1	434
ad808d06-02ed-44d0-b1c4-04fc38783776,chr3,6556239,6557934	-	-	1423	UF-R	59	1337	2	A	UF	13	46	R	1	1383
aed0bad0-7320-43d2-9a49-36bc87ac2f2a,chr3,6556239,6557937	-	-	1847	UF-R	62	1766	2	A	UF	8	50	R	1	1810
aee6c891-deee-46cd-9f71-9fb2b03658b0,chr3,6556239,6557935	-	-	377	UF-N	59	299	5	A	UF	7	53	N	-1	278
af5e7850-9828-4aa3-ab87-15ecaf23fe2a,chr3,6556239,6556631	-	-	522	UF-R	55	444	2	A	UF	15	42	R	1	489
c450aee6-1202-45ad-a1de-80b1fa5fa26a,chr3,6556239,6557935	-	-	1237	F-R	61	1159	1	A	F	1	57	R	1	1205
db2e68a5-996b-44b6-9165-a299bf9f3696,chr3,6556239,6557883	-	-	2195	F-R	59	1136	1	A	F	1	58	R	1	1182
e0acc308-65c8-4461-9df9-19027ea0aa70,chr3,6556239,6557934	-	-	1811	UF-R	63	1734	2	A	UF	6	54	R	1	1781
f5c88984-91bf-491e-a17e-a17060e89e2e,chr3,6556239,6557928	-	-	1809	F-N	67	1746	5	A	F	1	58	N	-1	1725
f87a1ee3-b1ed-4c20-970d-5e77f45f55c3,chr3,6556239,6557934	-	-	1412	F-R	58	1330	1	A	F	1	57	R	1	1380
fe7b86fc-0d34-4335-9f13-d9c75cf1ea9b,chr3,6556239,6557468	-	-	860	F-R	59	768	1	A	F	1	58	R	1	822
fec8b09f-f636-4407-940a-f83a254c5e0c,chr3,6556239,6557934	-	-	1435	F-R	64	1353	1	A	F	1	62	R	1	1399
0b01bdbf-4b02-4515-9ce8-dac2d64491de,chr3,6556240,6557938	+	-	1287	R-F	77	1241	1	T	R	2	47	F	1	1243
1273dd85-2981-4e4f-8ff8-e0c02bfafcf7,chr3,6556240,6557940	+	-	1366	R-F	142	1326	1	T	R	1	48	F	1	1327
1caff491-a73e-44c6-851a-aacec64cece8,chr3,6556240,6557087	+	-	916	R-F	135	874	1	T	R	1	48	F	1	875
23e1f4df-e856-4023-838c-9723f6372e6f,chr3,6556240,6556471	+	-	311	R-N	83	309	2	T	R	1	50	N	-1	288
32a5444b-8556-4414-88f9-7ed11de94bf4,chr3,6556240,6557932	+	-	1322	R-F	99	1274	1	T	R	4	47	F	1	1279
40d76013-b57a-4d91-802a-e42d14f063b7,chr3,6556240,6557938	+	-	1370	R-F	131	1324	1	T	R	2	49	F	1	1326
526b89b5-0349-47da-adde-b25dd497a9d7,chr3,6556240,6557938	+	-	1452	R-F	121	1407	1	T	R	1	49	F	1	1408
69e7bb78-3b15-41d6-829b-0b799c615c42,chr3,6556240,6557938	+	-	1427	R-F	115	1406	1	T	R	1	54	F	1	1408
73ee0916-bccc-4cb3-a89a-7ad5a3f619a0,chr3,6556240,6557938	+	-	4951	R-F	76	1358	1	T	R	1	48	F	1	1359
7d7fb103-6d35-4900-9342-d54db416cab9,chr3,6556240,6556604	+	-	520	R-N	151	520	2	T	R	1	47	N	0	500
8214f2a1-9f3e-4d3a-9a75-ba0a4d42f1b2,chr3,6556240,6557938	+	-	1372	R-F	141	1327	1	T	R	1	49	F	1	1329
826fcc84-7ffd-4537-bc5c-481417ac446a,chr3,6556240,6556962	+	-	875	R-F	117	833	1	T	R	1	49	F	1	834
849f41b9-16c1-42f4-80b9-bd5449ee5ed1,chr3,6556240,6557938	+	-	1325	R-F	101	1279	1	T	R	2	49	F	1	1281
84f6d026-707c-42ca-91a0-4ced22675cea,chr3,6556240,6556773	+	-	708	R-F	115	636	1	T	R	2	51	F	1	691
95920e6b-e07f-4c9c-868c-9c77457e70ba,chr3,6556240,6556408	+	-	357	R-F	147	312	1	T	R	2	48	F	1	313
9805c64a-c072-43a6-b253-4695c505d418,chr3,6556240,6557088	+	-	998	R-F	114	954	1	T	R	1	49	F	1	955
a0a181ee-ff39-4244-a6df-9bec1ee395c1,chr3,6556240,6557938	+	-	1453	R-F	108	1407	1	T	R	1	48	F	1	1410
b130ccf7-9c84-4bf7-935e-a3220d49220d,chr3,6556240,6557938	+	-	1463	R-F	125	1420	1	T	R	1	50	F	1	1422
bee3f21e-afad-4490-a566-b300a36f700f,chr3,6556240,6556842	+	-	734	R-F	93	689	1	T	R	1	50	F	1	690
c5ce8ef7-f9d1-463c-9898-c2755cbf5e27,chr3,6556240,6557938	+	-	1337	R-F	129	1295	1	T	R	2	48	F	1	1296
cc118865-e1b6-4bdc-89c3-0cd51a82ea23,chr3,6556240,6557938	+	-	1844	R-F	102	1796	1	T	R	1	48	F	1	1798
ccd9c67c-2dac-4275-942f-d6641bca72e2,chr3,6556240,6557936	+	-	1424	R-UF	95	1380	2	T	R	1	50	UF	4	1385
d46955a2-61b6-4a20-98fe-354161bdb67e,chr3,6556240,6557938	+	-	1318	R-F	116	1296	1	T	R	2	48	F	1	1298
dee9b9ab-e484-4716-b9b2-ea20d2c0536e,chr3,6556240,6557932	+	-	1406	R-F	78	1360	1	T	R	2	48	F	1	1365
04e02ad1-be99-4b3d-9c1d-028f801796ce,chr3,6556240,6557938	-	-	2833	F-R	62	1349	1	A	F	1	61	R	1	1411
0d55c1e7-d96d-4c56-93d9-1280cb0410f2,chr3,6556240,6557938	-	-	1437	F-R	60	1332	1	A	F	1	59	R	1	1401
0ddd8079-6c69-4884-a921-102b746d0dc6,chr3,6556240,6557937	-	-	1418	UF-R	57	1336	2	A	UF	12	47	R	1	1382
142df437-91b7-4c8d-8b50-c29d3efa0e4c,chr3,6556240,6557938	-	-	1419	F-R	62	1335	1	A	F	1	61	R	1	1383
25599424-17fb-4c08-a0a6-f6a7ccb358c3,chr3,6556240,6557938	-	-	1417	F-N	63	1349	5	A	F	1	61	N	-1	1328
295a2b7b-9cf9-43fc-9cac-7ab58f779323,chr3,6556240,6556859	-	-	756	F-R	60	672	1	A	F	1	59	R	1	721
2ce6a30c-a3f4-4367-a114-ef8b3c53ea85,chr3,6556240,6557937	-	-	1439	UF-R	60	1335	2	A	UF	7	55	R	1	1404
396bf1ee-e3f5-4f41-a478-720af7ae6594,chr3,6556240,6556859	-	-	746	F-R	57	659	1	A	F	1	56	R	1	708
3e6d96a8-7157-4456-92a3-5d30678f2d34,chr3,6556240,6557935	-	-	1313	F-R	62	1236	1	A	F	1	58	R	1	1278
42baf294-d7d0-43e3-8770-171f8c5691ae,chr3,6556240,6557938	-	-	1293	F-R	56	1209	1	A	F	1	54	R	1	1257
436e0732-23d4-499e-b390-3c1d9c43eb6a,chr3,6556240,6557938	-	-	1431	F-R	62	1344	1	A	F	1	59	R	1	1395
46bb1f94-b237-4938-84d7-5203aeb71dc6,chr3,6556240,6557088	-	-	992	F-R	61	901	1	A	F	1	60	R	1	953
4b2dcd56-480a-43dc-b699-ff02e3035c71,chr3,6556240,6557938	-	-	1328	F-R	60	1217	1	A	F	1	59	R	1	1292
5349fe14-d544-41a3-a38a-583e571acde0,chr3,6556240,6557938	-	-	1302	F-R	62	1230	1	A	F	1	60	R	8	1276
61a36281-7d91-4acb-84a2-47988b83f095,chr3,6556240,6556881	-	-	676	UF-R	59	586	2	A	UF	4	53	R	1	642
63b22156-4f3a-44b5-97ef-d2670c8f9b4e,chr3,6556240,6557938	-	-	1434	F-R	57	1343	1	A	F	1	56	R	1	1399
63e4c750-de2b-4053-944d-f455fafd1721,chr3,6556240,6557935	-	-	1816	F-R	63	1727	1	A	F	1	59	R	1	1785
6411678e-3221-4ead-89f3-0fc994b73a5a,chr3,6556240,6556791	-	-	687	F-R	62	607	1	A	F	1	61	R	1	651
71412600-4c4c-4567-bd56-322a943207f7,chr3,6556240,6557938	-	-	1396	UF-R	58	1302	2	A	UF	7	52	R	1	1364
77b51ad3-9bbc-4cf4-88a7-5118132b4c46,chr3,6556240,6557779	-	-	1427	N-R	197	1337	2	A	N	-1	218	R	1	1390
80c9f379-4f25-41d5-8da3-03e1deb7ee97,chr3,6556240,6557935	-	-	1431	F-R	62	1344	1	A	F	1	58	R	1	1398
81f23a01-babe-4695-bb3f-d1bd403379a0,chr3,6556240,6557087	-	-	871	F-R	63	793	1	A	F	1	62	R	1	838
8587932b-b66d-4fd0-a960-2c309c68334e,chr3,6556240,6557360	-	-	1131	N-R	60	1067	2	A	N	-1	81	R	1	1098
8b59ae8e-b55b-4b2a-acd9-28b77293572c,chr3,6556240,6557938	-	-	1361	F-R	60	1251	1	A	F	1	58	R	1	1328
8b876068-fc15-4b78-8673-f84cd4ea2e1b,chr3,6556240,6557928	-	-	1429	UF-R	57	1328	2	A	UF	5	52	R	1	1393
900d6488-02ec-423e-b511-381fbee9966d,chr3,6556240,6557938	-	-	1323	F-N	56	1239	5	A	F	1	55	N	-1	1218
a606bd1b-24a2-4ed3-9e4c-68bb62b891f5,chr3,6556240,6557940	-	-	1847	F-R	62	1748	1	A	F	1	60	R	1	1814
a87a295b-5b19-4237-b923-18791b1cf6e3,chr3,6556240,6557928	-	-	1423	N-R	35	1334	2	A	N	-1	56	R	1	1390
b0f39653-3bec-4b72-ae8c-301bf4dbdd32,chr3,6556240,6557938	-	-	1439	UF-R	63	1342	2	A	UF	8	52	R	1	1406
b1ed9054-f646-4bcc-9484-782c2215885f,chr3,6556240,6557926	-	-	1497	UF-R	71	1350	2	A	UF	11	49	R	1	1462
b80a893c-4d28-4514-a75c-4bbc29ccfd0a,chr3,6556240,6557935	-	-	1419	F-N	63	1344	5	A	F	1	59	N	-1	1323
c47c6429-8d7d-4adf-b16e-659a7579ac0e,chr3,6556240,6557938	-	-	1710	F-R	56	1632	1	A	F	1	54	R	1	1677
cb7cf8ba-5e0c-41e6-9a36-5ed6c4fd55e6,chr3,6556240,6556758	-	-	701	F-R	60	574	1	A	F	1	59	R	1	670
cf4a03de-f386-4e20-a421-d2a318390a88,chr3,6556240,6557880	-	-	1711	F-R	60	1638	1	A	F	1	55	R	1	1675
d4d7d460-3348-40c0-83fd-a79a12bb884a,chr3,6556240,6557938	-	-	1345	F-R	59	1240	1	A	F	1	58	R	1	1310
d5d9fc13-2067-410d-8643-6a1ed6037e16,chr3,6556240,6557938	-	-	1314	F-R	58	1209	1	A	F	1	57	R	4	1278
e2256421-b5b9-4469-81e7-5597c5f156e7,chr3,6556240,6557938	-	-	1415	N-R	58	1324	2	A	N	-1	79	R	1	1382
e5a9abaf-fb74-4eb6-8389-585e5c3871df,chr3,6556240,6557938	-	-	1441	UF-R	64	1355	2	A	UF	6	54	R	1	1405
e77e740e-96b6-49e4-8c53-b0c7d8b35089,chr3,6556240,6557936	-	-	1442	F-R	63	1354	1	A	F	1	58	R	1	1404
e7f67477-d29a-432f-b34d-cfb1ac6a243b,chr3,6556240,6557938	-	-	1388	F-N	67	1335	5	A	F	1	65	N	-1	1314
e8667510-f28c-44ca-ae1a-13fc6755174b,chr3,6556240,6557938	-	-	1436	F-R	62	1338	1	A	F	1	60	R	1	1409
ecc0328f-be72-4ac6-b455-73c08481aecd,chr3,6556240,6556703	-	-	549	N-R	29	481	2	A	N	-1	50	R	1	512
ee898bb9-f5c5-4df4-a69b-dba486d08db4,chr3,6556240,6557940	-	-	1340	F-R	59	1235	1	A	F	1	58	R	1	1307
